Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
04/07/2023,100.675,100.814,100.952,444.8393,1.13E-05
04/05/2023,100.157,100.23,100.302,512.4434,8.62E-05
04/04/2023,100.729,100.801,100.872,481.49,0.000183005
03/10/2023,99.982,100.071,100.159,506.8489,0.000287663
03/08/2023,101.628,101.701,101.773,445.6422,0.000261857
03/07/2023,101.958,102.001,102.045,444.8659,0.003788674
03/03/2023,102.504,102.554,102.604,420.0648,0.000217421
03/02/2023,101.628,101.674,101.72,408.4636,-0.000746053
03/01/2023,101.56,101.613,101.667,470.1187,9.74E-06
02/10/2023,102.141,102.232,102.323,486.3433,-0.00037319
02/08/2023,102.853,102.93,103.008,443.2041,0.000157196
02/06/2023,102.844,102.895,102.946,457.8742,2.32E-05
02/03/2023,103.122,103.188,103.254,442.7558,0.000187816
02/02/2023,103.538,103.624,103.709,397.845,9.37E-05
02/01/2023,103.211,103.301,103.391,477.0695,3.95E-05
01/12/2023,102.939,102.984,103.028,398.571,-3.92E-05
01/11/2023,102.464,102.522,102.58,502.8825,4.32E-05
01/09/2023,101.834,101.899,101.964,440.1833,-9.75E-05
01/06/2023,101.908,101.966,102.024,472.7788,-2.02E-05
01/05/2023,100.897,100.982,101.067,479.8668,0.001374762
01/03/2023,100.783,100.849,100.916,445.1234,-3.80E-05
12/12/2022,101.253,101.319,101.386,460.5266,-0.000301159
12/09/2022,100.686,100.813,100.941,496.198,0.000140706
12/08/2022,100.471,100.555,100.639,449.2956,-5.47E-05
12/07/2022,100.27,100.386,100.501,557.2743,1.56E-05
12/05/2022,100.798,100.859,100.92,501.7963,8.45E-05
12/01/2022,101.527,101.632,101.737,308.7966,3.94E-05
11/10/2022,100.464,100.532,100.6,593.5787,3.84E-05
11/08/2022,99.137,99.23,99.322,469.1283,-0.000105432
11/07/2022,99.353,99.438,99.522,552.6203,-2.51E-05
11/04/2022,99.015,99.095,99.175,411.8695,-2.46E-05
11/03/2022,98.248,98.336,98.424,415.8761,0.00192643
11/02/2022,98.855,98.927,98.999,383.2242,0.000182963
11/01/2022,99.512,99.624,99.735,309.4061,9.48E-05
10/11/2022,96.268,96.355,96.441,482.4547,0.000196053
10/06/2022,97.373,97.439,97.505,545.6508,-0.000176038
10/05/2022,97.688,97.779,97.871,495.361,6.91E-05
10/03/2022,96.266,96.329,96.391,405.8659,-0.000168194
09/12/2022,101.378,101.437,101.496,474.0155,-0.000738909
09/09/2022,101.068,101.121,101.174,504.5291,0.000102412
09/08/2022,100.376,100.44,100.504,502.5044,-0.003348727
09/06/2022,98.998,99.043,99.089,515.2819,0.001103892
09/02/2022,98.856,98.926,98.996,353.6788,-7.32E-06
08/12/2022,103.013,103.127,103.24,480.7236,-0.000320644
08/11/2022,102.221,102.319,102.416,516.0253,0.000223697
08/09/2022,100.879,100.979,101.078,522.1496,0.002166792
08/08/2022,101.521,101.588,101.656,486.9986,0.000170544
08/04/2022,101.136,101.228,101.321,402.5357,-4.21E-05
08/03/2022,100.889,101.001,101.113,417.7641,0.000147586
08/02/2022,100.344,100.441,100.537,362.617,-0.000101101
07/12/2022,98.511,98.598,98.686,485.1077,0.0001526
07/11/2022,98.681,98.783,98.884,510.9952,-7.23E-05
07/07/2022,98.841,98.903,98.965,548.2827,-3.25E-05
07/06/2022,97.61,97.71,97.81,489.979,-0.000209414
07/01/2022,96.902,97.027,97.152,317.1716,-4.07E-05
06/10/2022,98.655,98.751,98.848,563.9169,-7.08E-05
06/09/2022,99.93,99.993,100.056,558.6168,0.002343516
06/07/2022,100.924,100.978,101.031,578.9199,-0.000480449
06/06/2022,100.873,100.938,101.002,491.0714,-4.51E-06
06/01/2022,101.315,101.388,101.46,312.3613,2.48E-05
05/12/2022,100.167,100.262,100.357,472.9519,6.99E-05
05/10/2022,100.459,100.533,100.607,555.6131,-3.26E-05
05/09/2022,100.009,100.123,100.238,561.605,0.000683416
05/05/2022,101.58,101.65,101.72,469.1857,0.000162543
04/11/2022,103.678,103.804,103.931,519.9503,-0.000408762
04/08/2022,104.196,104.273,104.351,494.4376,0.000176297
04/07/2022,104.733,104.815,104.897,597.236,-5.03E-05
04/05/2022,105.341,105.4,105.459,438.2965,3.49E-05
04/01/2022,105.364,105.446,105.527,302.8746,3.22E-06
03/11/2022,103.939,104.027,104.114,540.6371,5.74E-05
03/10/2022,104.381,104.451,104.521,593.8571,-7.63E-05
03/08/2022,103.817,103.878,103.938,500.6663,-5.92E-05
03/03/2022,105.014,105.066,105.119,390.681,0.000102806
03/02/2022,105.321,105.389,105.457,360.1417,0.000100357
03/01/2022,104.798,104.886,104.975,301.6282,-8.20E-05
02/11/2022,105.305,105.41,105.515,522.7496,-2.25E-05
02/09/2022,106.648,106.694,106.74,561.0183,-0.000314472
02/08/2022,106.188,106.259,106.331,514.0565,-8.72E-05
02/03/2022,106.444,106.503,106.563,384.6993,1.77E-05
02/02/2022,106.929,107.002,107.075,346.622,0.000122474
01/12/2022,108.668,108.736,108.805,452.8802,-0.000150077
01/11/2022,108.626,108.668,108.709,506.6662,1.16E-05
01/07/2022,108.327,108.361,108.394,596.7635,3.14E-05
01/06/2022,108.547,108.585,108.624,478.2563,1.74E-05
01/03/2022,109.095,109.122,109.15,395.5603,5.95E-05
12/10/2021,108.57,108.641,108.713,316.2405,-5.58E-05
12/03/2021,107.424,107.498,107.572,297.7343,-0.000574551
12/02/2021,107.769,107.842,107.916,285.8921,0.000269363
11/10/2021,109.152,109.226,109.299,309.1191,-0.000545528
11/03/2021,109.169,109.247,109.325,295.1945,1.38E-05
11/02/2021,108.985,109.021,109.056,285.9286,-0.000223723
10/12/2021,108.427,108.475,108.522,311.9311,0.000193574
09/03/2021,109.799,109.837,109.875,309.5484,0.005204261
09/02/2021,109.811,109.885,109.959,287.2052,1.96E-05
08/12/2021,109.345,109.423,109.5,311.9535,0.000170604
08/11/2021,109.155,109.21,109.265,291.5177,-9.54E-05
08/10/2021,108.966,109.052,109.137,309.1787,8.20E-05
08/03/2021,109.05,109.132,109.214,313.5398,-0.00016809
08/02/2021,109.011,109.088,109.165,283.3737,-1.34E-05
07/12/2021,109.957,110.011,110.064,310.8498,-0.000305359
06/10/2021,110.079,110.113,110.146,305.8055,0.000183637
05/11/2021,109.4,109.489,109.579,291.0898,-0.000387287
05/10/2021,109.515,109.596,109.677,305.4715,-6.79E-05
05/03/2021,109.861,109.922,109.983,300.5759,0.000605797
04/02/2021,109.268,109.489,109.71,289.0963,-0.000344501
03/12/2021,108.59,108.75,108.91,335.4368,0.000146641
03/11/2021,108.785,108.867,108.948,300.1197,3.04E-05
03/03/2021,108.519,108.576,108.633,302.5559,0.001100136
03/02/2021,108.791,108.842,108.893,296.9043,0.000432428
02/12/2021,109.351,109.448,109.544,331.1268,-0.000161791
02/11/2021,109.413,109.456,109.498,304.6593,2.76E-06
02/03/2021,108.948,109.012,109.076,296.5822,-0.000504258
02/02/2021,108.691,108.801,108.911,301.7526,0.000375081
01/12/2021,108.746,108.858,108.971,338.5485,-1.42E-05
01/11/2021,108.854,108.934,109.014,309.0309,2.36E-05
