Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
09/11/2023,63.14,63.342,63.545,71.3608,-0.091317749
09/08/2023,63.875,64.335,64.795,72.6675,-0.011812071
09/06/2023,64.131,64.637,65.143,73.5785,-0.005128701
09/05/2023,63.812,64.29,64.768,84.2318,0.000506643
09/01/2023,62.999,63.29,63.581,75.0297,-0.00171703
08/11/2023,65.841,66.096,66.351,70.2974,0.008970987
08/09/2023,67.067,67.357,67.648,70.8259,-0.035423165
08/08/2023,67.47,67.718,67.965,73.0004,-0.002451566
08/03/2023,66.817,67.144,67.47,75.0008,0.004273541
08/02/2023,65.897,66.484,67.07,70.4714,-0.002191725
07/12/2023,63.055,63.565,64.075,63.7082,-0.006789907
07/11/2023,65.61,65.898,66.185,70.5511,-0.005173713
07/07/2023,69.787,70.031,70.274,74.0974,-0.016641773
07/06/2023,70.202,70.803,71.402,74.8615,-0.01426972
07/03/2023,65.91,66.446,66.982,73.9534,-0.072207954
06/12/2023,70.05,70.586,71.122,64.3212,0.006089144
06/09/2023,70.402,70.628,70.853,71.0877,-8.79E-05
06/07/2023,71.408,71.89,72.372,74.828,-0.004693366
06/06/2023,70.522,71.204,71.885,74.1102,-0.01342197
06/02/2023,70.768,71.288,71.808,70.6149,0.000337115
06/01/2023,73.447,73.752,74.056,74.9966,-0.007624726
05/12/2023,80.677,80.985,81.292,63.8998,0.008048522
05/10/2023,80.192,80.535,80.878,78.5027,0.000382639
05/09/2023,82.044,82.32,82.596,70.6512,0.002761724
05/05/2023,79.944,80.551,81.159,82.2232,0.001897791
05/04/2023,82.698,83.231,83.765,81.2258,0.032283478
05/01/2023,77.235,77.533,77.83,79.1511,-0.035422609
04/12/2023,77.015,77.395,77.775,63.365,-0.000112951
04/10/2023,77.966,78.282,78.598,77.0539,-0.000827739
04/07/2023,77.03,77.906,78.783,70.5095,-0.000737475
04/05/2023,80.287,80.716,81.146,84.9666,-0.00240805
04/04/2023,77.931,78.344,78.756,79.0253,-0.005095977
03/10/2023,82.681,83.034,83.386,78.1932,0.067879926
03/08/2023,73.775,74.265,74.755,72.3022,-0.020043652
03/07/2023,72.875,73.18,73.485,70.4719,-0.00810056
03/03/2023,70.317,70.849,71.381,71.4992,0.032026631
03/02/2023,74.615,74.835,75.055,69.5662,0.027555017
03/01/2023,75.285,75.536,75.787,80.6439,-0.00083775
02/10/2023,72.311,72.821,73.331,74.8785,-0.006466715
02/08/2023,69.342,69.863,70.383,71.5671,-0.012786135
02/06/2023,69.882,70.166,70.451,74.03,-0.001753352
02/03/2023,68.618,69.044,69.47,75.407,0.011801385
02/02/2023,66.812,67.198,67.582,67.8111,-0.003616564
02/01/2023,68.165,68.521,68.878,82.28,-0.001334445
01/12/2023,70.44,70.82,71.2,62.4238,0.001634884
01/11/2023,71.963,72.349,72.735,76.6556,-0.001484961
01/09/2023,74.274,74.626,74.978,69.5728,0.004307923
01/06/2023,74.22,74.566,74.913,76.4267,0.000117401
01/05/2023,78.067,78.626,79.185,78.9253,-0.020666318
01/03/2023,80.001,80.267,80.533,76.1813,0.007450535
12/12/2022,77.7,78.011,78.323,78.3191,0.013527457
12/09/2022,79.887,80.395,80.902,90.1032,-0.002516406
12/08/2022,81.09,81.644,82.197,82.5677,0.00203014
12/07/2022,81.66,82.069,82.478,99.5103,-0.000305654
12/05/2022,79.663,80.034,80.405,90.4629,-0.002810387
12/01/2022,76.37,77.035,77.7,51.3303,-0.000994832
11/10/2022,82.738,83.17,83.602,103.3374,-0.001418356
11/08/2022,88.125,88.794,89.463,86.4339,0.003747012
11/07/2022,87.879,88.517,89.156,99.1958,0.00024521
11/04/2022,89.577,90.027,90.477,73.9528,0.000664451
11/03/2022,93.669,94.037,94.406,74.9324,-0.043530818
11/02/2022,90.947,91.288,91.629,67.9857,-0.004334934
11/01/2022,88.067,88.751,89.435,51.5606,-0.00174036
10/11/2022,102.863,103.325,103.787,83.2501,-0.004451004
10/06/2022,98.418,98.738,99.058,96.6208,0.003474484
10/05/2022,96.794,97.158,97.521,90.1504,-0.002513318
10/03/2022,103.948,104.326,104.705,73.1463,0.004040655
09/12/2022,78.56,79.148,79.735,80.8306,0.041397772
09/09/2022,80.348,80.98,81.613,91.7656,-0.00206885
09/08/2022,83.158,83.72,84.283,91.8122,-0.702320631
09/06/2022,90.744,91.029,91.314,92.3736,-0.143022967
09/02/2022,91.612,91.966,92.32,61.4922,0.000329925
08/12/2022,72.86,73.539,74.217,81.9864,0.012226607
08/11/2022,76.821,77.484,78.146,88.9272,-0.007335428
08/09/2022,82.433,83.03,83.628,94.4318,-0.012134421
08/08/2022,80.598,80.935,81.271,89.6763,-0.005443165
08/04/2022,80.477,80.913,81.348,71.7074,-1.51E-05
08/03/2022,80.62,81.4,82.18,76.1832,-0.0013367
08/02/2022,84.151,84.615,85.079,62.7568,0.002829919
07/12/2022,92.071,92.49,92.909,82.4775,-0.004317511
07/11/2022,91.54,92.228,92.915,88.6426,0.000460785
07/07/2022,92.595,92.995,93.395,99.7041,-0.000745627
07/06/2022,97.773,98.26,98.747,86.1798,0.00396193
07/01/2022,100.22,100.734,101.247,52.6441,0.000732346
06/10/2022,91.21,91.641,92.073,98.5268,0.002162561
06/09/2022,86.97,87.389,87.808,101.5471,0.016109661
06/07/2022,80.96,81.298,81.635,104.9572,0.021970585
06/06/2022,81.448,81.771,82.095,86.5726,0.000314635
06/01/2022,80.41,80.788,81.165,51.7768,-0.000349687
05/12/2022,86.772,87.3,87.828,80.4754,-0.002599198
05/10/2022,86.64,87.209,87.777,97.174,6.25E-05
05/09/2022,88.616,89.205,89.795,102.4806,-0.004216528
05/05/2022,83.075,83.45,83.825,86.3696,-0.00428052
05/04/2022,77.695,78.201,78.707,67.139,-0.00349037
04/11/2022,72.045,72.824,73.602,90.2112,0.003200195
04/08/2022,70.065,70.6,71.135,89.3108,-0.034986024
04/07/2022,67.663,68.219,68.775,107.1467,0.001956857
04/05/2022,65.865,66.135,66.405,81.2104,-0.00121495
04/04/2022,63.548,63.834,64.12,64.6758,-0.002180072
04/01/2022,65.918,66.499,67.08,49.5726,0.002653464
03/11/2022,74.467,74.846,75.225,94.2352,-0.002496996
03/10/2022,73.015,73.359,73.702,104.2946,0.002015048
03/08/2022,76.043,76.341,76.64,89.9398,0.002721151
03/03/2022,70.715,71.014,71.312,70.9587,-0.003952004
03/02/2022,69.195,69.464,69.732,62.5616,-0.002657312
03/01/2022,71.479,71.934,72.389,49.5208,0.002633046
02/11/2022,67.405,67.836,68.268,91.2515,0.001447625
02/09/2022,61.265,61.504,61.742,102.2931,0.00932407
02/08/2022,62.602,62.959,63.315,92.9528,0.002474254
02/03/2022,62.077,62.399,62.72,69.3311,-0.000379926
02/02/2022,59.222,59.769,60.315,59.8496,-0.004640905
01/12/2022,50.792,51.25,51.708,77.194,0.00958375
01/11/2022,51.45,51.674,51.897,88.8383,-0.000704661
01/07/2022,52.423,52.614,52.805,106.9592,-0.000985932
01/06/2022,51.555,51.736,51.917,85.2387,-0.000781325
01/04/2022,49.38,49.555,49.73,67.2726,-0.002449708
01/03/2022,49.37,49.529,49.688,71.7867,0.00011629
12/10/2021,52.877,53.368,53.858,54.9465,0.004271594
12/03/2021,58.16,58.456,58.752,52.732,0.039304504
12/02/2021,56.817,57.333,57.847,50.3313,-0.008159005
12/01/2021,58.19,58.663,59.135,51.5272,-0.018957999
11/10/2021,51.105,51.374,51.642,53.8761,0.060403213
11/03/2021,50.441,50.878,51.314,52.4567,-0.006868262
11/02/2021,51.795,51.976,52.158,50.1512,0.00916293
11/01/2021,52.425,52.562,52.7,51.2132,-0.010497871
10/12/2021,54.795,55.05,55.304,53.4048,-0.020622046
09/03/2021,46.651,46.861,47.071,55.0339,0.107268344
09/02/2021,45.959,46.383,46.806,50.8677,-0.002473597
08/12/2021,48.577,49.04,49.502,53.58,-0.019975763
08/11/2021,49.7,49.898,50.095,49.4436,0.004157015
08/10/2021,50.153,50.339,50.525,53.8761,-0.001976447
08/03/2021,49.342,49.777,50.212,56.1423,0.004982065
08/02/2021,49.41,49.845,50.28,50.2462,0.000231378
07/12/2021,47.59,47.923,48.255,53.5972,0.011968369
07/01/2021,47.22,47.614,48.007,50.1062,-0.001858977
06/10/2021,48.773,48.912,49.05,53.7184,-0.007346618
06/01/2021,49.865,50.06,50.255,51.6793,0.011246374
05/11/2021,51.748,52.27,52.792,49.4339,0.018829815
05/10/2021,51.365,51.861,52.357,53.7132,0.001842934
05/03/2021,49.848,50.263,50.678,53.5727,-0.226283061
04/02/2021,50.015,50.713,51.41,51.2826,0.003874706
04/01/2021,51.04,51.236,51.432,52.39,-0.009217687
03/12/2021,52.452,52.689,52.925,58.5433,-0.004481646
03/11/2021,51.908,52.569,53.23,50.8729,-0.0002976
03/03/2021,53.972,54.595,55.217,54.55,-0.01009209
03/02/2021,52.635,53.369,54.102,52.6703,-0.012221172
02/12/2021,49.787,50.42,51.052,57.4291,0.012290639
02/11/2021,50.072,50.256,50.44,51.9411,-0.000594623
02/03/2021,52.388,52.619,52.85,53.1779,-0.036309616
02/02/2021,51.905,52.77,53.635,52.911,0.010721148
01/12/2021,50.874,51.549,52.224,58.5375,0.004209758
01/11/2021,50.541,51.17,51.799,52.5466,-0.001236322
