Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
05/10/2022,121.11,122.171,123.232,128.88,-0.000216527
05/09/2022,122.284,123.271,124.257,135.8618,-0.001278099
05/05/2022,117.166,118.281,119.396,121.5236,-0.002942327
05/04/2022,113.967,115.062,116.156,104.2393,-0.001618592
04/11/2022,108.03,108.978,109.926,123.9556,0.002831555
04/08/2022,105.538,106.61,107.682,123.1476,-0.027489852
04/07/2022,103.917,104.991,106.065,137.9923,0.001038779
04/05/2022,101.946,102.895,103.845,116.8734,-0.000964552
04/04/2022,100.651,101.795,102.939,101.7447,-0.000714274
04/01/2022,102.651,103.825,104.999,92.8622,0.002201197
03/11/2022,110.232,111.22,112.208,127.7943,-0.001903402
03/10/2022,108.71,109.82,110.931,134.5879,0.001876492
03/08/2022,109.812,111.233,112.653,123.7779,0.001175122
03/03/2022,107.375,108.251,109.127,113.9731,-0.002809551
03/02/2022,106.82,107.723,108.627,106.4574,-0.000652163
03/01/2022,107.457,108.543,109.63,92.7208,0.000549962
02/11/2022,105.493,106.451,107.41,125.2044,0.000604989
02/09/2022,100.451,101.386,102.32,135.7155,0.004752841
02/08/2022,101.489,102.467,103.445,126.7354,0.001174791
02/03/2022,100.552,101.502,102.452,112.4821,-0.000667018
02/02/2022,97.732,98.816,99.9,103.6616,-0.003081666
01/12/2022,89.991,91.047,92.103,113.7462,0.008461372
01/11/2022,90.68,91.469,92.257,122.6931,-0.000515663
01/07/2022,91.129,91.998,92.867,137.846,-0.000379474
01/06/2022,90.616,91.374,92.133,120.2797,-0.00038876
01/04/2022,88.208,89.164,90.119,104.0372,-0.001525984
01/03/2022,88.308,89.143,89.978,115.0491,2.14E-05
12/10/2021,92.475,93.323,94.17,94.4788,0.002177444
12/03/2021,96.109,97.167,98.224,94.9289,-0.08789326
12/02/2021,95.747,96.686,97.624,92.0134,-0.001706351
12/01/2021,95.999,96.931,97.863,92.8067,-0.003186148
11/11/2021,90.628,90.881,91.135,92.6584,-0.448891236
11/10/2021,89.859,90.711,91.563,93.3131,0.002862507
11/03/2021,90.043,90.767,91.49,94.5465,-0.000500214
11/02/2021,91.032,91.779,92.526,91.7718,0.003973939
11/01/2021,91.352,92.17,92.989,92.2096,-0.009689724
10/12/2021,92.791,93.69,94.588,95.708,-0.004637468
10/11/2021,92.645,92.852,93.06,92.6258,-0.002928141
09/03/2021,86.717,87.507,88.297,97.0159,0.013913311
09/02/2021,86.42,87.514,88.608,92.6313,1.82E-05
08/12/2021,89.37,90.187,91.003,95.7803,-0.00941201
08/11/2021,90.192,91.008,91.823,90.7153,0.001781083
08/10/2021,90.418,91.217,92.016,93.2153,-0.000916496
08/03/2021,90.113,90.876,91.639,98.401,0.000723599
08/02/2021,89.853,90.638,91.422,91.587,-0.000385358
07/12/2021,87.564,88.32,89.076,95.5288,0.006658245
07/01/2021,87.148,87.952,88.756,90.9989,-0.000923663
06/10/2021,88.625,89.394,90.163,92.8694,-0.00862381
06/01/2021,89.447,90.442,91.438,92.7652,0.111204767
05/11/2021,91.708,92.48,93.252,90.5051,0.009750541
05/10/2021,90.146,91.253,92.36,92.7521,0.005984038
05/03/2021,90.186,90.966,91.747,95.5107,0.001143705
04/02/2021,91.889,92.347,92.805,92.8012,0.005519271
04/01/2021,92.883,93.252,93.621,92.9717,-0.056920151
03/12/2021,94.569,95.042,95.514,99.9335,-0.002705303
03/11/2021,94.244,94.691,95.137,91.932,-0.000463262
03/03/2021,95.706,96.167,96.628,96.4482,-0.003398499
03/02/2021,94.556,95.022,95.488,94.16,-0.005266079
02/12/2021,91.392,92.061,92.73,98.9153,0.006763707
02/11/2021,91.446,91.927,92.409,93.0578,-0.000248857
02/03/2021,93.525,94.083,94.641,95.0673,-0.0114038
02/02/2021,93.897,94.543,95.19,94.4367,0.007715685
01/12/2021,91.862,92.543,93.225,99.8934,0.003960558
01/11/2021,91.189,92.057,92.925,93.4495,-0.000819277
01/01/2021,89.794,90.674,91.554,90.5159,-0.005199224
